nir,green,swir16,swir22,coastal,blue,red,lwir11
17381.0,10715.0,16458.0,13137.0,,9309.5,10724.0,
14609.5,8847.0,12614.0,9951.5,,8134.0,8943.5,
16701.0,10745.0,13032.0,10316.0,,10055.5,10597.0,
10873.0,10740.0,8215.0,8015.0,,9648.0,11240.0,
15357.0,9758.0,14508.0,11891.5,,8630.0,9985.0,
14422.0,9669.0,12482.5,10681.0,,8589.0,9762.0,
15606.5,9286.0,12897.5,10396.5,,8347.0,9171.0,
10494.0,9179.5,9046.0,8234.5,7452.0,8035.5,8579.5,44039.5
15266.0,9476.0,12782.5,10582.0,,8476.0,9799.0,
16290.5,9088.0,12740.5,9971.5,7407.5,7766.0,8739.5,45801.5
12993.0,9709.5,12173.5,10359.5,8090.0,8498.0,9781.0,46254.0
,,,,,,,
16105.5,9303.0,13931.5,11039.0,8138.0,8357.0,9334.0,44329.5
16051.0,9222.5,12943.0,10088.5,,8423.5,9150.5,
16007.5,9541.0,12570.5,10835.5,7886.0,8296.5,9391.5,44896.0
15068.5,10431.5,16428.0,13466.0,,9396.0,10892.5,
14127.0,9230.5,12977.0,10809.5,,8621.0,9569.0,
21872.0,16787.0,19218.0,16711.5,15329.5,15741.0,16849.5,42099.0
,,,,,,,
15560.0,8982.5,12455.0,9986.5,7955.5,8128.0,8740.0,44702.0
7467.5,10411.5,7428.0,7429.0,8019.0,8782.0,9638.0,43520.5
11853.5,9676.0,9093.0,8254.5,,8869.0,10079.0,
,,,,,,,
,,,,,,,
16764.0,9210.5,13507.5,10269.0,,8148.5,8831.0,
9625.0,10226.0,7625.0,7549.0,,9135.0,10916.0,
15278.0,9360.5,15014.0,12228.0,,8444.0,9345.5,
16748.5,9176.0,13469.0,10172.0,,8177.0,8971.0,
15581.0,9344.5,13279.5,10609.5,7835.5,8182.0,9344.0,45773.5
16703.5,9689.0,13866.0,11791.0,8024.0,8459.0,9823.5,44934.5
14967.0,10836.5,16385.5,13388.5,,10146.0,11751.0,
15728.0,11181.0,16025.5,13309.0,,9881.0,12029.0,
15728.0,11181.0,16025.5,13309.0,,9881.0,12029.0,
15726.0,9816.5,13970.0,10939.0,,8800.0,10046.0,
14687.0,10352.0,14999.0,12500.0,,9478.0,10584.0,
13537.0,9333.0,11522.0,10026.5,7933.0,8325.0,9371.0,44753.5
31148.5,65535.0,29979.5,27027.0,,65535.0,65535.0,
12570.0,9371.5,10627.0,9183.5,,8420.0,9332.5,
12316.0,9885.0,14253.0,12274.0,,9288.0,10556.0,
12316.0,9885.0,14253.0,12274.0,,9288.0,10556.0,
15348.0,9402.0,13272.0,10256.5,,8542.5,9003.0,
12279.0,10098.0,14506.0,12644.0,,9407.0,10738.0,
13117.0,10417.0,15930.5,13565.5,,9492.5,11250.0,
,,,,,,,
21811.0,19564.0,16221.5,14833.0,,19103.5,20021.5,
,,,,,,,
18839.0,9164.5,13276.5,10279.0,8163.0,8278.0,8679.0,44542.0
6882.0,5225.0,7622.0,6317.0,,4771.0,5309.5,
13758.5,10085.0,14211.0,12269.0,,9183.5,10320.5,
13758.5,10085.0,14211.0,12269.0,,9183.5,10320.5,
13534.0,10170.0,14541.0,12473.5,,9235.0,10641.0,
13285.0,10300.0,14228.0,11978.5,8552.0,9080.5,11023.0,41857.5
13073.0,10007.5,13789.0,11712.5,8107.5,8778.0,10624.0,41067.5
,,,,,,,
10466.0,9730.0,10597.0,9816.5,,8888.5,10119.5,
13137.0,10634.0,14786.5,13231.0,,9678.5,11618.5,
12608.5,10487.5,14761.5,13373.5,8758.0,9311.0,11133.0,43285.0
12608.5,10487.5,14761.5,13373.5,8758.0,9311.0,11133.0,43285.0
13726.5,10903.0,17077.5,14999.0,,9921.0,11790.0,
13726.5,10903.0,17077.5,14999.0,,9921.0,11790.0,
14313.5,10889.0,16963.0,14768.0,8756.5,9485.5,11618.5,49067.5
14895.5,11108.0,17454.5,14907.5,8832.5,9456.5,12018.5,50659.5
15296.0,10962.5,17409.5,14815.5,9002.0,9664.5,11871.5,47606.0
16500.0,10632.0,15563.0,13200.5,8560.5,9160.0,10781.5,49611.5
16500.0,10632.0,15563.0,13200.5,8560.5,9160.0,10781.5,49611.5
16928.0,11139.0,18376.5,14680.5,,10139.0,11472.5,
16515.5,9994.5,14120.5,11717.5,8075.5,8581.0,9898.5,46950.5
16216.5,9438.5,13651.5,10569.0,8146.0,8409.5,9133.0,44931.5
15653.5,9602.0,15180.5,12093.5,8314.5,8608.0,9558.0,44596.0
15357.0,9758.0,14508.0,11891.5,,8630.0,9985.0,
16402.0,9370.0,14273.0,11323.0,,8519.0,9249.0,
12400.0,9906.0,13465.5,12163.5,8334.5,8870.0,10334.5,40226.0
14362.0,9667.0,12396.5,10691.0,,8579.0,9727.5,
10135.5,10471.0,9140.0,8787.0,7835.0,8552.5,11159.5,42304.5
15823.5,9421.0,15468.5,12486.0,,8418.0,9526.5,
12452.0,9467.5,9827.0,8709.5,,8628.5,9908.0,
13908.5,9902.5,10680.0,9173.0,,8916.0,9932.0,
16766.0,12237.5,21051.5,18525.0,,10718.5,13717.5,
17200.5,9334.5,13692.5,10398.5,7994.5,8291.0,8970.0,45837.5
16105.5,9303.0,13931.5,11039.0,8138.0,8357.0,9334.0,44329.5
15761.5,9176.5,12752.5,10340.0,7780.5,8052.0,8991.5,44122.0
14503.5,9527.0,13237.5,11103.5,8092.5,8448.5,9824.0,44575.0
36713.0,34226.0,31395.0,27412.0,33632.5,34126.0,34736.0,38918.5
15151.5,9564.5,9820.5,8534.5,7965.0,8254.0,9647.0,43802.0
14993.0,9123.5,11722.5,9888.5,7911.0,8178.0,9091.0,44123.0
14785.5,9706.5,11417.5,9232.0,,8557.0,9188.5,
18434.0,14007.5,18245.0,16560.5,10716.0,12157.0,14551.0,42239.5
9136.0,8272.5,7998.0,7631.5,7526.5,7753.5,8090.0,42714.5
14638.0,9987.5,11701.0,9620.5,,8945.0,10214.5,
13187.5,9932.0,11001.0,9409.0,,8767.5,10392.0,
13000.5,10294.5,14621.5,12775.5,8293.0,8990.5,10836.0,41002.5
13000.5,10294.5,14621.5,12775.5,8293.0,8990.5,10836.0,41002.5
13162.0,10425.5,15304.0,13194.0,8403.5,9098.5,10943.5,43103.0
5611.0,4934.5,5643.5,4986.0,,4447.5,5313.5,
21944.0,18223.0,25795.0,22908.0,,17084.0,19579.5,
,,,,,,,
14831.0,10812.5,17107.5,14688.0,8797.0,9438.0,11564.0,50105.5
15188.5,11177.5,17053.0,14744.5,8806.0,9557.5,11994.0,50838.5
15189.5,10923.5,16414.0,14266.0,8620.5,9436.0,11727.5,49437.0
15349.0,11648.5,17145.5,15201.0,,10316.5,12535.0,
18090.0,8922.5,11994.0,9342.5,7652.0,7908.5,8469.5,
11982.5,8238.5,9794.5,8438.0,7467.5,7549.5,7895.0,42608.5
9370.5,10343.0,7764.0,7572.5,8331.0,8928.5,10834.0,43202.0
15846.0,9611.5,15080.0,12160.0,8336.0,8622.5,9451.0,45207.0
15412.0,9460.0,14092.0,11113.5,8040.5,8328.5,9351.5,44615.5
15061.5,10715.0,13177.0,11028.0,8616.0,9176.5,11173.5,44073.0
18687.5,9587.0,14679.5,10887.0,7755.0,8120.5,9139.0,44272.0
14985.0,10329.5,13673.5,11002.5,,9256.0,10604.5,
9226.0,9792.0,8060.0,7780.0,,8987.0,10310.0,
14638.0,9987.5,11701.0,9620.5,,8945.0,10214.5,
16308.0,13060.5,14511.5,12644.0,,12470.0,13138.0,
15425.0,8875.0,12507.0,10322.5,7806.0,8013.5,8841.5,45566.0
15007.0,9289.0,12326.5,10396.0,7787.5,8137.0,9363.5,
11115.0,10198.5,9456.0,8655.0,8325.0,8744.5,10616.5,22778.5
9943.0,10410.0,8514.0,8454.0,8032.5,8825.5,10910.0,43389.5
17264.5,10221.0,14204.5,11669.0,7923.0,8312.0,10305.0,42843.5
18771.0,9972.0,13195.0,10157.0,,8602.0,9646.0,
15778.5,10097.0,12059.0,9895.0,8191.5,8643.0,10001.0,43762.5
12603.0,9289.0,11744.0,10124.0,8058.0,8253.0,9620.0,43278.0
9434.0,9525.0,8553.5,8106.5,8021.5,8430.5,10287.0,43034.0
13784.5,9825.0,13574.0,11461.0,,8856.0,10109.0,
15719.0,8915.5,12773.5,10423.5,7860.5,8102.5,8878.0,44166.0
15425.0,8875.0,12507.0,10322.5,7806.0,8013.5,8841.5,45566.0
14503.5,9527.0,13237.5,11103.5,8092.5,8448.5,9824.0,44575.0
14638.0,9429.0,13706.5,10896.0,,8610.5,9480.0,
14851.5,9052.5,12949.5,10255.5,,8261.0,9017.5,
15073.0,9038.0,12269.5,10058.0,8014.0,8292.5,8843.0,44728.5
14306.5,8899.0,12096.0,10069.0,7941.5,8144.0,8887.0,44671.5
16643.5,11706.5,17276.5,14505.0,9314.0,9700.0,12402.0,45902.0
11422.5,10899.0,8916.0,8403.5,8817.5,9390.0,11695.0,45612.5
15295.5,9778.0,14832.0,12083.5,7871.0,8413.5,10050.5,44288.5
14919.5,9391.5,12876.5,10727.5,7728.5,8210.0,9498.0,44301.5
15745.5,9236.0,12760.5,10345.0,7822.5,8100.5,9064.0,44320.0
15061.5,10715.0,13177.0,11028.0,8616.0,9176.5,11173.5,44073.0
15838.0,10371.0,16327.0,13000.0,,9371.0,10906.0,
,,,,,,,
,,,,,,,
14638.0,9987.5,11701.0,9620.5,,8945.0,10214.5,
20670.0,12311.5,20569.0,17243.0,9925.5,10665.5,13351.0,46797.5
17696.0,8885.0,12788.5,9817.0,7995.5,8086.0,8399.0,45829.5
16624.0,9659.0,13386.5,10715.5,8182.5,8524.5,9365.0,45628.5
14975.0,9482.5,13509.0,10312.5,,8734.0,9420.5,
13743.0,9135.5,14434.5,12144.5,8177.0,8396.0,9636.5,
15236.5,9684.5,12545.0,10515.0,,8707.5,9701.5,
14099.0,10580.5,13506.5,11360.0,,9349.0,11324.5,
,,,,,,,
17928.5,12461.0,16355.0,15390.5,9655.5,10902.5,13036.0,40736.5
11127.0,8105.0,10374.0,8542.0,7372.0,7515.0,8018.0,44317.0
19658.5,9343.0,14190.0,10967.5,7592.5,7966.0,9087.5,44416.0
13329.0,9217.0,12695.5,10490.5,8198.0,8423.0,9171.5,45332.5
,,,,,,,
,,,,,,,
14999.5,9273.0,12495.0,10312.0,,8482.5,9329.0,
12195.0,9830.5,10061.0,8832.5,,8839.5,9983.0,
15007.0,9289.0,12326.5,10396.0,7787.5,8137.0,9363.5,
16290.5,9088.0,12740.5,9971.5,7407.5,7766.0,8739.5,45801.5
12993.0,9709.5,12173.5,10359.5,8090.0,8498.0,9781.0,46254.0
16835.5,8999.5,12932.5,9971.5,7793.5,8002.5,8784.5,43933.0
16084.5,9229.0,12430.0,9599.5,,8527.0,8894.0,
17902.5,9965.5,15356.0,11489.0,,9053.0,9944.5,
15920.0,9329.5,14165.5,10910.0,,8247.5,9121.0,
9253.5,9977.5,7750.0,7618.5,,8943.0,10297.0,
15079.0,9571.5,15426.0,12493.0,,8677.0,9784.0,
15592.0,9587.5,14484.5,11610.0,,8769.0,9873.0,
16738.0,9374.0,14212.0,10688.0,,8354.0,9383.5,
17099.0,10975.5,15583.0,13148.5,8912.5,9458.0,11573.5,45567.0
15705.5,9738.0,15911.0,11810.0,,8843.0,9920.0,
15374.0,9504.5,13376.5,10690.5,,8512.0,9536.0,
29321.0,25071.5,27684.0,24791.0,,65535.0,65535.0,
10052.5,10037.0,8115.0,7894.5,8245.0,8787.0,10329.0,42538.5
15653.5,9602.0,15180.5,12093.5,8314.5,8608.0,9558.0,44596.0
15592.0,9587.5,14484.5,11610.0,,8769.0,9873.0,
14533.0,10097.0,15505.5,12710.5,,8971.0,10715.0,
15618.0,9666.0,15184.0,12229.0,,8768.0,9952.0,
13833.5,9696.0,12722.0,10783.5,,8719.0,9715.0,
15266.0,9491.0,13168.0,10732.0,,8533.5,9528.0,
9953.5,9021.0,8812.5,8132.5,7366.0,7809.0,8582.0,43069.5
15205.0,9864.5,12766.5,11107.5,8053.0,8552.5,9997.5,43917.5
16230.5,9662.5,13698.0,11901.0,7868.5,8463.0,9991.0,44029.0
,,,,,,,
12195.0,9830.5,10061.0,8832.5,,8839.5,9983.0,
12755.0,8608.0,9800.0,8236.0,,8205.0,8532.0,
16451.5,9471.0,14640.0,11572.5,,8572.0,9424.5,
13631.5,9891.5,12038.0,9921.5,,8861.0,10274.0,
21269.5,16853.0,20988.0,18907.5,,15843.0,17516.0,
17029.0,9337.0,12955.0,10276.0,7875.0,8152.0,9325.0,45350.0
,,,,,,,
34443.0,65535.0,30138.0,25794.0,,65535.0,65535.0,
15920.0,9329.5,14165.5,10910.0,,8247.5,9121.0,
9253.5,9977.5,7750.0,7618.5,,8943.0,10297.0,
15079.0,9571.5,15426.0,12493.0,,8677.0,9784.0,
15592.0,9587.5,14484.5,11610.0,,8769.0,9873.0,
14427.0,9629.0,13140.5,10523.5,,8646.0,9999.0,
13013.0,8813.0,11795.5,9866.0,7923.0,8148.0,8864.0,45160.0
11466.0,10210.5,9483.0,8608.0,,9126.5,10566.5,
13160.0,10289.5,14336.0,12272.0,,9482.5,10969.0,
16331.5,9139.0,13026.5,10014.5,,8356.5,8832.5,
16429.0,9666.5,13502.5,10503.5,8148.0,8444.0,9456.5,46680.5
15226.0,9329.0,13574.5,11441.0,7732.0,8114.5,9523.5,44586.0
14880.0,9107.5,11846.0,9281.0,,8268.0,8781.0,
14356.0,9790.5,15074.0,12280.5,,9002.0,10132.5,
19861.0,9704.5,13525.0,10321.5,8118.0,8423.0,9417.5,43375.0
14917.0,11153.0,13292.0,11272.0,,9968.5,11369.5,
15512.5,9452.5,13605.0,10762.5,,8618.0,9444.5,
13002.5,9469.5,13270.5,10900.0,8337.0,8597.5,9696.0,
10563.5,9479.0,10008.0,8984.5,8261.5,8544.5,9586.0,43717.0
11943.5,8891.0,9107.0,8198.0,7703.0,7905.0,8794.5,42694.0
13743.0,9135.5,14434.5,12144.5,8177.0,8396.0,9636.5,
16119.5,9552.0,14692.5,11515.0,8086.5,8435.0,10006.5,
,,,,,,,
11424.5,9944.0,10874.5,9471.0,,8830.0,10075.0,
12581.0,10326.0,11639.0,9885.0,,8956.0,10735.5,
15554.0,9535.0,14798.5,11354.0,,8519.5,9781.5,
14793.5,9286.0,13363.5,10608.5,7766.5,8250.0,9413.5,44943.5
14609.0,10547.0,14432.5,12127.0,,9712.0,10929.5,
18134.5,9610.5,15546.5,12527.0,8127.0,8561.0,9720.0,45031.5
12567.0,9053.0,11587.0,9872.0,,8349.5,9038.5,
13108.0,8913.0,10025.0,8347.0,,8431.0,8620.0,
17926.0,10647.0,14639.0,11342.0,,9334.5,10581.0,
14726.0,9200.0,14593.0,11730.5,7942.5,8215.0,9631.0,44662.5
,,,,,,,
,,,,,,,
13596.0,10309.5,13392.5,11064.0,,9626.5,10548.5,
14547.0,10049.0,13547.0,11170.0,,9438.5,10349.0,
14515.0,9634.0,14222.5,11729.0,,8748.0,9789.5,
13643.5,9318.0,11381.5,9647.0,7864.0,8209.5,9282.5,45047.0
13677.0,9305.0,14682.5,11919.5,8428.5,8633.5,9501.0,43676.0
16079.0,9501.0,14621.0,11541.0,8242.5,8490.5,9673.5,43931.5
13098.5,9391.0,13193.5,11238.5,8371.0,8569.0,9561.0,
13296.0,9252.5,13705.0,11599.0,8223.5,8494.5,9565.5,
15948.5,10612.0,15150.0,12045.5,,10014.0,10851.0,
,,,,,,,
12667.0,9210.0,12349.0,10180.5,,8735.5,9675.0,
,,,,,,,
13725.5,9103.5,11467.0,10005.5,7781.0,8072.0,8957.0,41330.0
8236.5,9912.0,7811.0,7691.0,,9073.5,9087.0,
13294.0,11119.5,13679.5,12541.0,,10089.5,11564.5,
14116.0,11482.0,12665.0,10490.0,,11131.0,11471.0,
14206.0,9456.0,13162.5,10572.0,,8987.5,9499.0,
14746.0,8119.5,9535.0,8130.5,7387.0,7493.5,7719.5,43751.5
15041.0,9391.5,14203.0,11301.5,8121.0,8451.0,9753.5,44764.0
15269.5,9387.5,13246.0,10655.0,8029.0,8319.5,9283.0,42290.0
15324.5,10101.5,14945.0,11441.5,,9328.5,10211.0,
9307.0,9859.0,7985.0,7803.0,,9244.5,9619.0,
,,,,,,,
,,,,,,,
10633.5,9704.5,9433.5,8515.5,8014.5,8474.0,9143.5,44492.0
,,,,,,,
19988.0,10073.0,15530.5,12527.5,6863.0,7444.0,9868.5,42765.5
10481.0,9316.0,9477.5,8384.5,7343.0,7976.0,8830.0,44257.5
15947.0,9430.0,12956.5,10982.0,7655.5,8089.0,9521.0,45647.0
17175.5,8732.0,11947.5,9677.5,7728.5,7934.5,8429.5,41665.5
15269.5,9387.5,13246.0,10655.0,8029.0,8319.5,9283.0,42290.0
16004.0,9339.0,13371.5,10412.0,7925.0,8263.5,9233.0,42465.0
15751.5,9088.0,13232.0,10376.5,7819.5,8095.5,8917.0,42459.5
,,,,,,,
15305.0,10491.5,15914.0,12995.0,,9574.5,10974.0,
13725.0,10346.5,13364.5,11206.5,,9594.0,10546.5,
14606.5,10027.0,13580.5,11149.5,,9385.0,10338.5,
12667.0,9210.0,12349.0,10180.5,,8735.5,9675.0,
14632.0,9683.0,11354.0,9140.0,,8791.0,9227.5,
14116.0,11482.0,12665.0,10490.0,,11131.0,11471.0,
,,,,,,,
,,,,,,,
,,,,,,,
13889.0,9952.0,11336.5,9607.0,,9239.0,10212.5,
9307.0,9859.0,7985.0,7803.0,,9244.5,9619.0,
,,,,,,,
15948.5,10612.0,15150.0,12045.5,,10014.0,10851.0,
13725.0,10346.5,13364.5,11206.5,,9594.0,10546.5,
14606.5,10027.0,13580.5,11149.5,,9385.0,10338.5,
15035.0,10980.5,14486.0,12116.0,8924.5,9594.5,11344.5,43323.0
,,,,,,,
15006.5,10440.0,12177.0,10201.5,,9347.0,11382.0,
14031.0,9622.0,13097.5,11013.5,,8562.5,9881.0,
8192.0,9826.0,7726.0,7570.0,,8706.0,9594.0,
10867.0,9075.5,9840.0,8561.5,8022.5,8383.5,8718.0,
4468.0,4606.0,3879.5,3845.5,,4647.0,4522.0,
15305.0,10491.5,15914.0,12995.0,,9574.5,10974.0,
13725.0,10346.5,13364.5,11206.5,,9594.0,10546.5,
14606.5,10027.0,13580.5,11149.5,,9385.0,10338.5,
20546.0,15322.0,20340.0,16692.0,,14605.0,15979.0,
14371.5,9951.5,14021.0,12076.0,8355.0,8789.5,10309.0,45733.5
13316.5,9713.0,13473.5,11343.0,,8836.5,10451.5,
9270.0,10022.0,8030.0,7780.0,,8970.0,10667.0,
14989.5,9194.0,13938.0,11451.0,7819.5,8259.0,9537.0,44380.5
10976.0,9144.0,10909.0,9412.0,,8450.0,9184.0,
16610.0,10329.0,15918.5,12474.0,,8911.0,10800.0,
,,,,,,,
,,,,,,,
,,,,,,,
14609.0,9364.0,11522.5,9178.5,,8577.0,9058.5,
6673.0,4521.5,6034.0,4984.5,,4230.5,4549.5,
15758.0,9249.0,14495.0,11469.0,,8389.0,9368.5,
17097.0,9339.0,12794.0,10091.5,8006.5,8279.5,9018.5,43524.5
,,,,,,,
14439.0,9484.0,15952.0,12999.0,,8617.0,10258.0,
,,,,,,,
13725.0,10346.5,13364.5,11206.5,,9594.0,10546.5,
,,,,,,,
14009.0,9130.0,14565.5,11440.0,8197.5,8391.0,9508.0,43049.5
14043.5,9519.0,15623.0,12706.0,8474.0,8768.0,10023.0,43315.0
,,,,,,,
15463.0,10775.5,15994.0,12554.0,,10048.0,11336.0,
,,,,,,,
13124.5,8980.0,12432.5,10329.5,7979.5,8292.5,9013.0,44061.0
14641.0,10698.0,15838.0,12208.0,,9943.0,11499.0,
,,,,,,,
,,,,,,,
,,,,,,,
17478.0,12001.0,16136.5,13683.5,,10365.0,12746.0,
,,,,,,,
17712.5,11185.5,15468.0,12894.0,,9966.5,11850.0,
17343.0,10574.0,14884.5,12258.5,,9421.5,11122.0,
16183.5,9931.5,13498.0,11297.0,,8864.0,10312.0,
14025.0,9216.0,13717.0,10986.0,,8519.0,9393.0,
14325.5,8872.0,12073.0,9520.5,,8221.0,8662.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
13106.0,10131.5,13561.5,11519.5,,9588.0,10846.5,
15006.5,10621.0,15102.0,12744.0,,9564.5,11497.5,
15006.5,10621.0,15102.0,12744.0,,9564.5,11497.5,
15425.0,10299.0,14375.0,12137.5,,9130.0,11012.5,
16465.0,10815.0,15819.5,13191.0,,9628.0,11565.5,
16355.0,10941.0,15673.5,13245.0,,9848.0,11751.0,
,,,,,,,
,,,,,,,
11174.5,10808.5,9706.0,8655.0,,10490.0,10666.0,
25536.0,21709.0,26399.0,23364.5,,20762.5,23333.0,
14634.0,9528.0,14052.0,11347.5,,8618.5,9698.0,
9988.0,7889.0,8707.0,8210.0,7229.0,7378.0,7722.0,41544.0
19677.0,9221.0,13359.5,10232.0,7456.5,7833.0,8945.0,41824.5
11174.5,10808.5,9706.0,8655.0,,10490.0,10666.0,
14835.0,9667.5,16195.5,13290.0,8385.0,8766.0,10468.5,44044.5
,,,,,,,
14113.5,9717.5,14123.5,12260.0,7871.5,8535.0,10524.0,40731.0
15330.5,11364.0,16431.0,13208.0,,10755.0,12080.0,
15145.0,10991.0,14202.0,11491.0,,10359.0,11569.0,
13582.5,11491.0,13334.5,11526.5,,10766.0,11656.0,
16480.0,11653.0,17704.0,15421.5,,9868.0,13189.0,
10542.0,9598.5,8961.0,8179.0,,9511.0,9477.0,
12479.0,8777.0,11593.0,9682.0,,8163.0,8780.0,
15010.0,9835.5,17118.5,14563.5,8680.5,8934.0,10794.5,44081.5
14189.5,9654.5,12292.0,10662.0,8244.5,8620.5,9951.0,43279.5
13360.0,9576.5,11450.0,9804.0,8250.0,8502.5,9607.0,43941.0
11993.0,8840.0,11786.5,9925.0,7836.5,8128.5,8942.0,42774.5
14534.5,11206.0,14875.5,11681.0,,10557.0,11666.0,
14868.5,10656.5,12698.5,10330.5,,10073.5,10699.5,
12044.0,9899.0,11021.5,9983.0,,8784.0,10466.0,
,,,,,,,
14641.0,10698.0,15838.0,12208.0,,9943.0,11499.0,
14301.5,10550.5,13707.0,10761.0,,10016.5,10829.0,
18278.0,9629.0,13170.0,10574.5,8185.0,8477.5,9557.0,42112.5
15139.5,9821.5,16729.0,13167.5,8387.0,8789.5,10620.5,43424.5
13587.0,10106.5,15525.0,13686.0,,9001.0,11204.0,
12109.5,9003.5,11599.0,10060.0,7926.0,8197.5,8946.5,42931.0
14414.5,9246.0,13655.0,11277.5,,8387.0,9577.5,
,,,,,,,
16153.5,13086.0,15652.0,13933.0,,12600.0,13840.0,
13427.5,10030.5,14250.5,12608.0,8296.0,8818.5,10712.0,43549.0
13641.0,10229.5,13898.5,11768.0,,9215.0,10759.5,
9220.0,7566.0,8447.0,8010.0,6922.0,7090.0,7529.0,41780.0
20032.0,9126.0,13145.0,9756.0,7470.5,7717.0,8546.0,41927.5
17181.0,8932.5,12819.0,10042.5,7927.5,8153.0,8723.5,41456.0
10375.5,9171.0,9054.5,8329.0,7686.0,8178.0,8996.0,44205.0
17542.5,10856.5,17060.0,13586.5,8243.0,9048.5,11651.5,43969.5
14491.5,9191.0,14482.5,11799.0,8071.0,8348.5,9751.5,43267.5
14166.5,8985.0,11625.0,9302.5,7903.5,8023.0,8780.5,42389.0
8851.0,9357.0,8337.5,8216.0,8220.0,8565.5,9465.0,42187.5
19548.0,9964.5,14827.5,11359.0,7848.0,8248.5,9590.5,39523.0
14027.0,10207.0,14829.5,12947.0,,9248.5,10971.5,
,,,,,,,
14389.0,10431.5,12909.0,11037.0,8682.0,9165.5,10928.5,41626.0
11203.0,8830.0,10450.5,9301.5,7876.0,8153.0,8898.0,42333.5
13102.5,9802.0,11471.5,9943.5,8076.5,8564.0,9893.0,43835.0
17847.5,9228.0,12570.0,9629.5,7858.0,8151.5,8866.0,43709.0
15139.5,9821.5,16729.0,13167.5,8387.0,8789.5,10620.5,43424.5
7998.5,8497.0,7697.5,7582.0,7505.5,7761.5,8298.5,41374.0
10756.0,9334.0,9611.5,8353.0,,8712.0,9346.0,
15945.5,9883.5,16166.0,13107.0,8458.5,8917.0,10632.0,43757.0
13471.5,10056.5,14325.0,12504.5,8305.0,8860.0,10945.5,41696.0
,,,,,,,
13863.5,9197.0,11585.5,9810.5,7821.0,8168.0,9152.0,41347.5
16641.5,9031.5,12549.5,9856.5,7643.0,7966.5,8908.5,41803.5
16440.0,10186.5,16377.0,12999.5,8442.0,8938.0,10718.0,44935.5
14649.0,9492.0,13946.0,11098.0,,8701.0,9923.0,
13905.0,9085.0,13497.0,10981.0,8400.5,8549.0,9345.0,42716.0
15939.5,10059.0,15278.0,12614.5,7311.5,8175.0,10449.0,43215.0
17834.5,9882.0,17279.0,14565.5,5533.5,6451.5,10590.5,41976.0
17847.5,9228.0,12570.0,9629.5,7858.0,8151.5,8866.0,43709.0
18338.0,8563.0,11387.0,8866.5,7639.5,7765.5,8033.5,43509.5
14634.0,9528.0,14052.0,11347.5,,8618.5,9698.0,
14365.5,9816.5,16627.0,13610.0,8585.5,8984.5,10698.5,42293.5
14313.0,9847.5,16810.5,13332.5,,8907.0,10917.0,
9601.5,9035.0,8103.0,7815.0,8116.5,8355.0,9305.5,41614.5
14136.0,9773.0,16650.5,13820.0,,9043.0,10924.5,
15135.0,10270.0,16806.0,13094.0,,9071.0,11664.5,
15945.5,9883.5,16166.0,13107.0,8458.5,8917.0,10632.0,43757.0
,,,,,,,
13801.5,9417.5,13633.0,10990.0,8116.5,8421.5,9918.5,42394.5
12796.5,8847.0,10418.5,9046.0,7729.5,7991.5,8731.0,41479.5
16600.5,8788.0,11409.0,9162.0,7731.0,8040.0,8721.5,41558.0
15640.5,8851.5,12255.5,9566.0,7625.5,7868.5,8461.5,43438.5
12019.5,10764.5,11650.0,10304.0,8724.5,9274.5,10750.5,40832.0
12106.5,9882.5,12133.0,10489.5,8773.5,8991.0,10367.5,42843.0
15232.0,9457.5,14925.0,11616.5,8273.5,8468.0,9777.0,43036.0
,,,,,,,
13293.5,9269.0,12917.5,10544.0,7974.5,8262.5,9407.0,40564.0
13922.0,9368.0,15209.5,12425.5,7982.5,8320.5,10149.5,43133.0
32723.0,27223.0,32826.5,28748.5,24996.5,26019.0,29136.5,39183.5
12732.5,9196.5,12552.5,10782.0,7691.5,8217.0,9706.5,40489.0
15754.5,10080.5,15977.5,13305.5,7978.0,8562.0,11043.0,41342.5
22575.0,12129.0,20089.5,16481.5,9831.0,10402.5,12396.0,40885.0
14483.0,9695.0,15127.0,12190.5,8426.5,8758.0,10296.5,42230.5
9487.0,9091.5,8042.5,8070.0,,8548.0,9272.5,
14136.0,9773.0,16650.5,13820.0,,9043.0,10924.5,
14533.0,10666.0,16478.0,14096.0,8162.5,8955.5,11659.5,41081.0
,,,,,,,
13471.5,10056.5,14325.0,12504.5,8305.0,8860.0,10945.5,41696.0
12711.5,8706.0,10562.0,9208.5,7726.5,7948.0,8782.5,40834.5
10829.0,9084.0,10316.5,8983.5,,8586.0,9133.0,
12100.0,8927.0,9150.0,8172.0,,8350.0,8898.0,
14044.0,9868.5,16694.5,14261.5,,9083.5,10830.0,
12730.5,9475.0,11582.0,10118.0,,8794.0,9424.5,
13703.5,9948.0,11466.5,9624.0,,9006.0,10349.0,
18630.5,15031.0,16085.0,13781.0,,14618.0,15241.0,
15784.0,9319.0,13808.0,10643.5,,8388.0,9237.5,
13341.5,9008.0,12975.5,10640.0,7892.5,8205.0,9250.5,41967.0
14365.5,9816.5,16627.0,13610.0,8585.5,8984.5,10698.5,42293.5
15426.0,9963.5,17099.0,13716.0,8626.5,9054.0,11167.0,43116.0
